symbol,direction,entry_dt,exit_dt,entry,exit,stop_loss,take_profit,size,pnl_pips,pnl_gross,pnl,bars_held,exit_reason,cost_model_status,adx_entry,atr_entry,ema_distance,trend_gap,session,year
USDJPY,1,2022-01-14 12:00:00,2022-01-14 16:00:00,113.911,113.50062,113.50062,114.73175,0.2781,-41.0,-103.85,-105.86,1,stop_loss,OK,38.08927,0.27358,-3.94999,1.4926,london,2022
USDJPY,1,2022-01-14 20:00:00,2022-01-18 12:00:00,114.127,114.625,113.65372,115.07356,0.2387,49.8,108.17,114.21,10,time_exit,OK,41.24639,0.31552,-2.46074,1.06355,new_york,2022
USDJPY,1,2022-01-19 04:00:00,2022-01-19 08:00:00,114.661,114.25292,114.25292,115.47716,0.2799,-40.8,-103.94,-105.97,1,stop_loss,OK,23.41163,0.27205,-0.39037,0.71626,tokyo,2022
USDJPY,1,2022-01-19 12:00:00,2022-01-20 00:00:00,114.522,114.08516,114.08516,115.39568,0.2588,-43.7,-102.88,-98.44,3,stop_loss,OK,22.15883,0.29123,-0.7267,0.58317,london,2022
USDJPY,1,2022-01-20 00:00:00,2022-01-21 00:00:00,114.321,113.91352,113.91352,115.13595,0.2748,-40.7,-101.9,-101.65,6,stop_loss,OK,21.9317,0.27165,-1.35438,0.49852,tokyo,2022
USDJPY,1,2022-01-21 08:00:00,2022-01-25 00:00:00,113.857,113.842,113.43116,114.70868,0.2603,-1.5,-3.55,3.03,10,time_exit,OK,27.566,0.28389,-2.37504,0.02503,tokyo,2022
USDJPY,1,2022-02-01 16:00:00,2022-02-02 12:00:00,114.695,114.29659,114.29659,115.49181,0.2783,-39.8,-100.9,-100.65,5,stop_loss,OK,29.52177,0.2656,-0.26426,0.77204,new_york,2022
USDJPY,1,2022-02-02 16:00:00,2022-02-04 08:00:00,114.417,114.946,114.04105,115.1689,0.292,52.9,140.57,147.95,10,time_exit,OK,24.21436,0.25063,-1.21559,0.66912,new_york,2022
USDJPY,1,2022-02-14 04:00:00,2022-02-15 20:00:00,115.335,115.594,114.88902,116.22696,0.2498,25.9,58.88,59.1,10,time_exit,OK,41.25342,0.29732,-0.19244,1.78984,tokyo,2022
USDJPY,1,2022-02-17 20:00:00,2022-02-21 12:00:00,115.052,114.859,114.63512,115.88576,0.2688,-19.3,-47.21,-40.41,10,time_exit,OK,21.22826,0.27792,-1.25414,1.54197,new_york,2022
USDJPY,1,2022-02-22 08:00:00,2022-02-24 00:00:00,114.728,115.082,114.39328,115.39745,0.3334,35.4,107.4,115.84,10,time_exit,OK,31.65887,0.22315,-2.0536,0.98411,tokyo,2022
USDJPY,1,2022-04-01 00:00:00,2022-04-04 16:00:00,121.665,122.746,120.71451,123.56598,0.1188,108.1,116.86,118.9,10,time_exit,OK,25.12386,0.63366,0.20329,4.86803,tokyo,2022
